Conviction_Points,Geo_Risk,Years_of_Experience,Vehicle_Type,Vehicle_Age,Driver_Age,License_Type,Gender,Normalized_Risk_Score
13,7,1,Motorcycle,3,58,Commercial,Female,0.8221649485
8,9,17,Car,2,62,Motorcycle,Female,0.5695876289
7,3,47,Motorcycle,8,49,Commercial,Male,0.2603092784
17,10,8,Car,4,42,Commercial,Male,0.8840206186
20,5,9,Motorcycle,12,26,Motorcycle,Male,0.9149484536
8,5,13,Car,12,34,Commercial,Male,0.5489690722
5,4,17,Car,13,35,Motorcycle,Male,0.1881443299
1,10,41,Car,18,47,Commercial,Female,0.2164948454
18,9,24,Car,15,47,Commercial,Female,0.7731958763
10,0,4,Car,8,33,Motorcycle,Female,0.6056701031
11,9,7,Motorcycle,12,25,Commercial,Female,0.75
7,5,5,Car,7,42,Motorcycle,Female,0.5850515464
10,6,10,Motorcycle,3,28,Commercial,Male,0.4381443299
7,10,20,Car,2,68,Commercial,Male,0.5335051546
12,7,3,Car,8,26,Motorcycle,Male,0.7551546392
19,0,1,Motorcycle,4,58,Commercial,Male,0.8865979381
13,8,9,Car,12,28,Motorcycle,Male,0.7474226804
10,0,26,Motorcycle,12,57,Commercial,Female,0.4613402062
3,7,1,Motorcycle,13,53,Commercial,Female,0.5644329897
20,8,40,Car,18,40,Motorcycle,Female,0.6881443299
20,8,48,Car,15,62,Commercial,Female,0.6262886598
17,9,38,Motorcycle,8,66,Motorcycle,Female,0.6649484536
19,4,0,Motorcycle,12,18,Commercial,Male,0.6159793814
5,0,21,Car,7,59,Commercial,Male,0.3453608247
1,3,12,Motorcycle,3,35,Motorcycle,Male,0.3762886598
12,6,6,Motorcycle,2,26,Commercial,Male,0.7448453608
7,8,32,Car,8,69,Motorcycle,Male,0.4149484536
5,3,22,Car,4,40,Commercial,Female,0.2216494845
20,4,20,Motorcycle,12,29,Commercial,Female,0.8170103093
2,4,12,Car,12,47,Motorcycle,Male,0.3891752577
16,4,22,Motorcycle,13,59,Commercial,Male,0.6984536082
13,1,20,Car,18,70,Motorcycle,Male,0.5721649485
8,3,45,Motorcycle,15,50,Commercial,Male,0.3015463918
7,8,33,Motorcycle,8,64,Commercial,Male,0.4329896907
1,8,32,Motorcycle,12,37,Motorcycle,Female,0.2860824742
1,3,9,Car,7,69,Commercial,Female,0.3737113402
1,2,36,Car,3,56,Motorcycle,Female,0.1520618557
9,1,3,Motorcycle,2,50,Commercial,Female,0.6262886598
4,4,41,Car,8,55,Commercial,Female,0.2164948454
6,7,8,Car,4,65,Motorcycle,Male,0.5618556701
1,6,28,Car,12,70,Commercial,Male,0.2654639175
18,8,13,Motorcycle,12,65,Motorcycle,Male,0.8711340206
20,0,23,Motorcycle,13,27,Commercial,Male,0.7422680412
10,1,7,Motorcycle,18,66,Commercial,Male,0.6211340206
15,1,12,Motorcycle,15,46,Motorcycle,Female,0.7113402062
3,3,2,Car,8,36,Commercial,Female,0.4793814433
18,7,36,Car,12,60,Motorcycle,Female,0.6546391753
6,8,45,Motorcycle,7,70,Commercial,Female,0.3144329897
20,4,13,Motorcycle,3,39,Commercial,Female,0.8711340206
0,6,23,Motorcycle,2,48,Motorcycle,Male,0.3041237113
14,10,39,Car,8,51,Commercial,Male,0.5670103093
3,2,9,Car,4,50,Motorcycle,Male,0.412371134
5,6,7,Motorcycle,12,25,Commercial,Male,0.3092783505
7,9,15,Motorcycle,12,56,Commercial,Male,0.5850515464
16,0,11,Motorcycle,13,53,Motorcycle,Female,0.7319587629
11,0,9,Car,18,42,Commercial,Female,0.5927835052
11,2,1,Car,15,19,Motorcycle,Male,0.706185567
12,9,26,Car,8,36,Commercial,Male,0.6030927835
2,9,11,Car,12,18,Commercial,Male,0.4871134021
5,0,31,Motorcycle,7,38,Motorcycle,Male,0.293814433
17,5,0,Car,3,18,Commercial,Male,0.5360824742
14,0,11,Motorcycle,2,26,Motorcycle,Female,0.6804123711
5,10,1,Motorcycle,8,32,Commercial,Female,0.6546391753
14,4,8,Motorcycle,4,56,Commercial,Female,0.7551546392
17,7,25,Car,12,36,Motorcycle,Female,0.7139175258
9,7,2,Motorcycle,12,20,Commercial,Female,0.5206185567
14,1,3,Car,13,21,Motorcycle,Male,0.5231958763
12,8,18,Motorcycle,18,36,Commercial,Male,0.4768041237
2,6,23,Motorcycle,15,64,Commercial,Male,0.3556701031
3,5,20,Motorcycle,8,68,Motorcycle,Male,0.3917525773
0,1,7,Car,12,25,Commercial,Male,0.01288659794
12,5,8,Car,7,24,Motorcycle,Female,0.7164948454
12,4,0,Car,3,18,Commercial,Female,0.7654639175
12,2,8,Motorcycle,2,26,Commercial,Female,0.4768041237
19,6,30,Car,8,46,Motorcycle,Female,0.7139175258
0,10,16,Motorcycle,4,34,Commercial,Female,0.2396907216
17,1,20,Car,12,61,Motorcycle,Male,0.675257732
2,1,37,Motorcycle,12,49,Commercial,Male,0.1829896907
18,7,22,Motorcycle,13,66,Commercial,Male,0.7886597938
19,9,42,Car,18,59,Motorcycle,Male,0.6597938144
4,5,27,Car,15,45,Commercial,Male,0.175257732
5,4,22,Motorcycle,8,27,Motorcycle,Female,0.4149484536
17,10,41,Motorcycle,12,54,Commercial,Female,0.6546391753
6,1,20,Car,7,57,Commercial,Male,0.3917525773
15,5,43,Motorcycle,3,57,Motorcycle,Male,0.5231958763
1,7,7,Car,2,25,Commercial,Male,0.4407216495
15,8,1,Motorcycle,8,50,Motorcycle,Male,0.8865979381
9,2,14,Car,4,32,Commercial,Male,0.2886597938
13,4,30,Motorcycle,12,32,Commercial,Female,0.5592783505
17,9,12,Car,12,53,Motorcycle,Female,0.8402061856
12,7,5,Motorcycle,13,49,Commercial,Female,0.7654639175
13,2,21,Car,18,30,Motorcycle,Female,0.5773195876
18,8,5,Car,15,68,Commercial,Female,0.9072164948
15,2,16,Car,8,28,Commercial,Male,0.6675257732
2,1,43,Motorcycle,12,54,Motorcycle,Male,0.1365979381
11,8,23,Car,7,32,Commercial,Male,0.587628866
9,7,5,Car,3,23,Motorcycle,Male,0.4175257732
18,1,15,Car,2,33,Commercial,Male,0.5695876289
8,3,47,Motorcycle,8,68,Commercial,Female,0.2860824742
19,10,13,Car,4,31,Motorcycle,Female,0.6262886598
15,5,20,Car,12,38,Commercial,Female,0.5283505155
4,8,40,Car,12,58,Motorcycle,Female,0.2757731959
10,1,16,Car,13,34,Commercial,Female,0.3556701031
17,3,16,Motorcycle,18,34,Commercial,Male,0.5489690722
6,9,48,Car,15,67,Motorcycle,Male,0.2783505155
12,1,0,Car,8,45,Commercial,Male,0.7010309278
8,10,9,Motorcycle,12,62,Motorcycle,Male,0.6701030928
8,2,15,Car,7,44,Commercial,Male,0.4948453608
8,7,20,Car,3,38,Commercial,Female,0.3350515464
12,5,4,Car,2,59,Motorcycle,Female,0.7216494845
5,10,28,Motorcycle,8,60,Commercial,Male,0.4458762887
18,8,49,Motorcycle,4,64,Motorcycle,Male,0.5927835052
2,5,35,Motorcycle,12,48,Commercial,Male,0.25
5,3,20,Motorcycle,12,51,Commercial,Male,0.4175257732
5,2,6,Car,13,69,Motorcycle,Male,0.4871134021
4,5,8,Motorcycle,18,26,Commercial,Female,0.2551546392
10,4,8,Car,15,26,Motorcycle,Female,0.4484536082
17,8,25,Car,8,45,Commercial,Female,0.7268041237
11,1,16,Car,12,47,Commercial,Female,0.5515463918
17,0,4,Motorcycle,7,21,Motorcycle,Female,0.837628866
8,8,46,Car,3,55,Commercial,Male,0.3324742268
3,8,13,Motorcycle,2,30,Motorcycle,Male,0.4845360825
16,4,2,Car,8,20,Commercial,Male,0.6134020619
11,0,17,Car,4,30,Commercial,Male,0.5309278351
18,4,28,Car,12,46,Motorcycle,Male,0.5309278351
15,2,1,Motorcycle,12,69,Commercial,Female,0.8092783505
3,7,25,Car,13,33,Motorcycle,Female,0.3530927835
4,4,8,Car,18,26,Commercial,Female,0.1701030928
7,4,22,Motorcycle,15,48,Commercial,Female,0.4664948454
3,5,42,Car,8,44,Motorcycle,Female,0.1958762887
11,6,22,Car,12,48,Commercial,Male,0.5695876289
15,3,17,Car,7,66,Motorcycle,Male,0.6726804124
13,7,3,Motorcycle,3,55,Commercial,Male,0.8067010309
15,0,19,Car,2,58,Commercial,Male,0.618556701
1,9,0,Car,8,18,Motorcycle,Male,0.1907216495
11,4,29,Car,4,61,Commercial,Female,0.4896907216
5,4,4,Motorcycle,12,34,Motorcycle,Female,0.5541237113
4,10,20,Car,12,34,Commercial,Male,0.456185567
0,5,21,Motorcycle,13,39,Commercial,Male,0.1211340206
5,10,5,Car,18,23,Motorcycle,Male,0.4304123711
11,8,44,Car,15,60,Commercial,Male,0.425257732
13,5,15,Car,8,32,Motorcycle,Male,0.662371134
7,6,11,Motorcycle,12,29,Commercial,Female,0.4072164948
8,1,4,Motorcycle,7,62,Commercial,Female,0.5927835052
11,4,19,Car,3,25,Motorcycle,Female,0.5670103093
1,5,37,Motorcycle,2,47,Commercial,Female,0.2087628866
14,3,0,Car,8,57,Motorcycle,Female,0.7783505155
6,9,17,Motorcycle,4,26,Commercial,Male,0.543814433
11,6,17,Motorcycle,12,66,Commercial,Male,0.6340206186
10,8,49,Car,12,57,Motorcycle,Male,0.3608247423
0,7,15,Car,13,33,Commercial,Male,0.1675257732
18,4,40,Motorcycle,18,52,Motorcycle,Male,0.6108247423
8,10,18,Car,15,70,Commercial,Female,0.574742268
6,7,5,Car,8,35,Commercial,Female,0.5850515464
11,8,10,Motorcycle,12,28,Motorcycle,Female,0.5283505155
3,1,3,Car,7,24,Commercial,Female,0.4716494845
20,4,0,Car,3,57,Motorcycle,Female,0.9458762887
4,5,35,Car,2,59,Commercial,Male,0.2757731959
4,5,25,Motorcycle,8,28,Commercial,Male,0.3788659794
17,3,20,Car,4,33,Motorcycle,Male,0.7010309278
20,8,29,Motorcycle,12,33,Commercial,Male,0.7989690722
15,3,1,Car,12,68,Motorcycle,Male,0.7963917526
19,5,14,Motorcycle,13,63,Commercial,Female,0.8505154639
8,3,19,Motorcycle,18,37,Commercial,Female,0.3092783505
9,4,38,Car,15,60,Motorcycle,Male,0.368556701
18,6,4,Motorcycle,8,63,Commercial,Male,0.9149484536
17,1,6,Car,12,46,Motorcycle,Male,0.7835051546
7,9,17,Car,7,21,Commercial,Male,0.5695876289
19,9,29,Car,3,59,Commercial,Male,0.7603092784
3,7,1,Motorcycle,2,64,Motorcycle,Female,0.5644329897
9,6,16,Motorcycle,8,40,Commercial,Female,0.5902061856
15,5,2,Car,4,63,Motorcycle,Female,0.8144329897
16,2,14,Car,12,45,Commercial,Female,0.7087628866
7,9,42,Car,12,63,Commercial,Female,0.3505154639
3,3,9,Car,13,27,Motorcycle,Male,0.1159793814
7,5,24,Motorcycle,18,43,Commercial,Male,0.4639175258
8,10,5,Car,15,35,Motorcycle,Male,0.675257732
5,8,21,Motorcycle,8,55,Commercial,Male,0.4742268041
5,3,8,Car,12,22,Commercial,Male,0.5103092784
1,1,8,Car,7,37,Motorcycle,Female,0.3556701031
14,9,4,Car,3,22,Commercial,Female,0.6262886598
6,6,5,Motorcycle,2,67,Motorcycle,Female,0.5979381443
17,10,32,Car,8,59,Commercial,Female,0.6984536082
8,7,0,Car,4,34,Commercial,Female,0.675257732
1,8,17,Motorcycle,12,35,Motorcycle,Male,0.2010309278
2,1,6,Motorcycle,12,18,Commercial,Male,0.4484536082
16,9,14,Car,13,66,Motorcycle,Male,0.7989690722
2,7,37,Motorcycle,18,49,Commercial,Male,0.2603092784
11,3,28,Car,15,59,Commercial,Male,0.4845360825
10,7,16,Motorcycle,8,49,Motorcycle,Female,0.6288659794
20,9,4,Car,12,22,Commercial,Female,0.8118556701
4,4,18,Car,7,55,Motorcycle,Male,0.3943298969
14,1,29,Car,3,46,Commercial,Male,0.5283505155
